"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"O00764",1.05333387930683,21.5778420017938,1.77143336782494,0.130729089713395,0.584016227066852,-5.12490241593329
"Q32MZ4",0.686055020955795,20.9173785527805,1.77039049544023,0.130912572525468,0.584016227066852,-5.12625318220015
"Q9NRY6",-1.43963277397259,22.1853339768182,-1.76777697421539,0.131373519660593,0.584016227066852,-5.1296374093318
"Q6P9B6",0.456532017768382,23.484213762174,1.76457045826541,0.13194125552094,0.584016227066852,-5.13378773130551
"P60903",0.493298417753888,29.0665665249572,1.76301463900558,0.13221760094402,0.584016227066852,-5.13580078369512
"P35611",-0.817802491141148,21.2319925507047,-1.75608664816417,0.133455141891038,0.584016227066852,-5.14475915073369
"P06454",-1.25163653572766,23.3131287484192,-1.75577639281651,0.133510830434348,0.584016227066852,-5.14516011425497
"Q15382",-0.46890825399948,21.3114498706237,-1.75371589345695,0.133881259716653,0.584016227066852,-5.14782255629198
"P18124",0.497056951139129,24.0100767388388,1.74699814589084,0.135096038033445,0.584016227066852,-5.15649697910893
"P53990",-0.712060417606835,24.3653440700162,-1.74089857793663,0.136208478246861,0.584016227066852,-5.16436536872457
"P17066;P48741",-0.523644989968812,21.0051759779106,-1.73789711558695,0.136759206925118,0.584016227066852,-5.16823446962856
"O14908",0.432575923199384,24.5302373505362,1.72953989576303,0.138304266895697,0.584016227066852,-5.17899780211768
"O60884",-1.31115752062307,22.1189613335467,-1.72881174050734,0.138439699880161,0.584016227066852,-5.17993491495528
"P19623",0.595684456746707,22.520886835134,1.72053281324167,0.139988768524686,0.584016227066852,-5.19058181239503
"P06396;CON__Q3SX14",0.381391188702832,25.2695864285517,1.71987772804259,0.140112068698346,0.584016227066852,-5.19142364904469
"P62269",-1.18201039822063,22.8368103559498,-1.71866195621012,0.140341185098455,0.584016227066852,-5.19298577037311
"P01889",0.432627754202663,24.3276249605139,1.71676337186049,0.140699718589595,0.584016227066852,-5.19542459235054
"P21291",-0.819977113992366,21.3404986308865,-1.71259118012784,0.141490779056004,0.584016227066852,-5.20078124972339
